CustomerID,Probability of Churning
1212-GLHMD,0.528
5261-QSHQM,0.527
1501-SGHBW,0.526
4432-ADRLB,0.526
7967-HYCDE,0.526
9620-ENEJV,0.526
8903-XEBGX,0.526
4706-DGAHW,0.525
1016-DJTSV,0.525
6821-BUXUX,0.525
6185-TASNN,0.525
7831-QGOXH,0.525
1478-VPOAD,0.525
1976-CFOCS,0.525
9889-TMAHG,0.525
8224-DWCKX,0.524
7562-GSUHK,0.524
5649-ANRML,0.524
4537-DKTAL,0.524
3798-EPWRR,0.524
2528-HFYZX,0.524
8665-UTDHZ,0.524
4236-UJPWO,0.524
0637-YLETY,0.524
3891-PUQOD,0.523
4030-VPZBD,0.522
7273-TEFQD,0.522
5923-GXUOC,0.521
4910-AQFFX,0.521
8485-GJCDN,0.521
6715-OFDBP,0.521
3097-NNSPB,0.521
3755-JBMNH,0.52
6692-YQHXC,0.52
6877-LGWXO,0.52
5650-VDUDS,0.52
4065-JJAVA,0.519
1471-GIQKQ,0.519
6142-VSJQO,0.519
0067-DKWBL,0.519
6204-IEUXJ,0.519
4154-AQUGT,0.519
8064-RAVOH,0.519
2209-XADXF,0.519
1565-RHDJD,0.519
6366-ZGQGL,0.519
1777-JYQPJ,0.519
5146-CBVOE,0.518
0848-ZGQIJ,0.518
7729-JTEEC,0.518
7252-NTGSS,0.517
3677-TNKIO,0.517
8104-OSKWT,0.517
0415-MOSGF,0.517
7593-XFKDI,0.517
5858-EAFCZ,0.517
4193-ORFCL,0.517
6582-OIVSP,0.517
4146-SVFUD,0.517
6982-SSHFK,0.517
2672-OJQZP,0.517
2842-JTCCU,0.517
9244-ZVAPM,0.517
3540-RZJYU,0.516
7881-EVUAD,0.515
2232-DMLXU,0.515
4729-XKASR,0.515
4315-MURBD,0.514
3733-LSYCE,0.514
8654-DHAOW,0.513
8854-CCVSQ,0.513
5339-PXDVH,0.513
3329-WDIOK,0.512
2933-FILNV,0.512
8720-RQSBJ,0.512
3376-BMGFE,0.511
8544-GOQSH,0.511
8903-WMRNW,0.511
5955-ERIHD,0.51
9637-EIHEQ,0.51
0817-HSUSE,0.51
2538-OIMXF,0.509
2495-INZWQ,0.509
1251-KRREG,0.509
7969-AULMZ,0.508
0207-MDKNV,0.508
4094-NSEDU,0.507
7054-LGEQW,0.507
3413-BMNZE,0.507
1895-QTKDO,0.507
3669-OYSJI,0.507
2833-SLKDQ,0.507
6145-NNPNO,0.507
7389-KBFIT,0.507
2739-CACDQ,0.507
3866-MDTUB,0.506
7250-EQKIY,0.506
4208-UFFGW,0.506
9208-OLGAQ,0.506
3500-RMZLT,0.506
7426-RHZGU,0.505
4291-SHSBH,0.505
3096-GKWEB,0.504
2507-QZPQS,0.504
3737-GCSPV,0.504
5103-MHMHY,0.504
7801-KICAO,0.504
6078-VESFR,0.504
2722-JMONI,0.504
7029-RPUAV,0.504
5950-AAAGJ,0.503
2592-SEIFQ,0.502
3088-LHEFH,0.502
5480-HPRRX,0.502
1626-ERCMM,0.502
5606-AMZBO,0.502
8875-AKBYH,0.502
8993-PHFWD,0.502
5167-GBFRE,0.501
9408-SSNVZ,0.501
7129-CAKJW,0.501
3995-WFCSM,0.501
5948-UJZLF,0.5
5027-QPKTE,0.5
9919-KNPOO,0.5
4678-DVQEO,0.5
9874-QLCLH,0.499
7508-SMHXL,0.499
5956-YHHRX,0.499
1536-HBSWP,0.499
8778-LMWTJ,0.499
5839-SUYVZ,0.499
3716-UVSPD,0.499
9763-PDTKK,0.499
8805-JNRAZ,0.499
9851-KIELU,0.499
4013-TLDHQ,0.498
3969-GYXEL,0.498
4116-TZAQJ,0.498
7890-VYYWG,0.498
7794-JASDG,0.497
9448-REEVD,0.497
5351-QESIO,0.497
6892-XPFPU,0.497
7783-YKGDV,0.496
1226-UDFZR,0.496
6899-PPEEA,0.496
2903-YYTBW,0.495
9432-VOFYX,0.495
6400-BWQKW,0.495
6319-IEJWJ,0.495
3884-HCSWG,0.494
7395-IGJOS,0.494
0168-XZKBB,0.494
4021-RQSNY,0.494
4612-SSVHJ,0.494
5605-IYGFG,0.494
6029-WTIPC,0.494
9809-IMGCQ,0.494
3085-QUOZK,0.493
2979-SXESE,0.493
3094-JOJAI,0.493
0133-BMFZO,0.493
4521-YEEHE,0.493
7754-IXRMC,0.493
7377-DMMRI,0.493
6338-AVWCY,0.493
1866-OBPNR,0.493
5883-GTGVD,0.492
2506-CLAKW,0.492
0952-KMEEH,0.492
9514-JDSKI,0.491
9743-DQKQW,0.491
9572-WUKSB,0.491
1891-UAWWU,0.491
3453-RTHJQ,0.49
4360-PNRQB,0.49
0455-XFASS,0.49
4039-HEUNW,0.49
2575-GFSOE,0.49
6317-YPKDH,0.489
7480-QNVZJ,0.489
7587-RZNME,0.489
3452-GWUIN,0.489
9512-UIBFX,0.489
6557-BZXLQ,0.489
4223-WOZCM,0.489
9552-TGUZV,0.488
1254-IZEYF,0.488
4597-NUCQV,0.488
6507-ZJSUR,0.488
4123-DVHPH,0.488
6923-JHPMP,0.488
9524-EGPJC,0.488
3235-ETOOB,0.488
4958-XCBDQ,0.488
7402-EYFXX,0.488
5628-FCGYG,0.487
6331-EWIEB,0.487
0420-HLGXF,0.487
4433-JCGCG,0.487
1866-RZZQS,0.487
2845-AFFTX,0.487
8634-MPHTR,0.487
2430-USGXP,0.487
3855-ONCAR,0.487
5937-EORGB,0.487
0946-CLJTI,0.487
8650-RHRKE,0.486
5522-JBWMO,0.486
6543-XRMYR,0.486
7802-EFKNY,0.486
1346-UFHAX,0.485
3990-QYKBE,0.485
8118-LSUEL,0.485
3254-YRILK,0.485
8189-XRIKE,0.485
5244-IRFIH,0.485
6712-OAWRH,0.485
0093-EXYQL,0.485
7534-BFESC,0.485
9189-JWSHV,0.485
2107-FBPTK,0.485
5144-TVGLP,0.485
3318-OSATS,0.485
3957-LXOLK,0.485
9647-ERGBE,0.484
6116-RFVHN,0.484
2057-ZBLPD,0.484
0641-EVBOJ,0.484
0939-YAPAF,0.484
5655-JSMZM,0.484
7079-QRCBC,0.484
2568-OIADY,0.484
8397-MVTAZ,0.484
5366-IJEQJ,0.484
2985-FMWYF,0.484
0480-BIXDE,0.484
7020-OZKXZ,0.484
3234-VKACU,0.484
3191-CSNMG,0.484
1228-ZLNBX,0.483
3658-KIBGF,0.483
7851-FLGGQ,0.482
1670-SVOWZ,0.482
3130-ICDUP,0.482
4647-MUZON,0.482
1264-BYWMS,0.482
3955-JBZZM,0.482
0611-DFXKO,0.482
7028-DVOIQ,0.482
4735-ASGMA,0.481
1751-NCDLI,0.481
6888-SBYAI,0.481
8784-CGILN,0.481
6683-VLCTZ,0.481
6178-KFNHS,0.481
1035-IPQPU,0.481
8563-OYMQY,0.481
8276-MQBYC,0.481
7901-TBKJX,0.481
5019-GQVCR,0.48
9658-WYUFB,0.48
0324-BRPCJ,0.48
9490-DFPMD,0.48
5842-POCOP,0.48
7137-RYLPP,0.48
4299-SIMNS,0.48
2472-OVKUP,0.48
8374-XGEJJ,0.48
7056-IMHCC,0.48
2504-DSHIH,0.48
2675-DHUTR,0.48
1013-QCWAM,0.48
4662-EKDPQ,0.48
7501-VTYLJ,0.479
9253-QXKBE,0.479
1871-MOWRM,0.479
5382-SOYZL,0.479
5960-MVTUK,0.479
3672-YITQD,0.479
3768-NLUBH,0.479
4128-ETESU,0.479
4484-CGXFK,0.479
5980-NOPLP,0.479
2809-ZMYOQ,0.479
5759-RCVCB,0.479
6646-VRFOL,0.478
8818-DOPVL,0.478
8393-DLHGA,0.478
7392-YYPYJ,0.478
5647-FXOTP,0.478
7142-HVGBG,0.478
8111-SLLHI,0.478
8709-KRDVL,0.478
9090-SGQXL,0.478
4853-OITSN,0.478
6907-NZZIJ,0.478
2840-XANRC,0.478
5219-YIPTK,0.478
2439-LYPMQ,0.478
4283-FUTGF,0.477
2792-LSHWX,0.477
1666-JXLKU,0.477
6651-AZVTJ,0.477
5760-FXFVO,0.477
0434-CSFON,0.477
1302-UHBDD,0.477
8017-LXHFA,0.477
4817-VYYWS,0.477
0396-YCHWO,0.476
8436-BJUMM,0.476
8625-AZYZY,0.476
6542-LWGXJ,0.476
9172-JITSM,0.476
6032-KRXXO,0.476
2603-HVKCG,0.476
8313-NDOIA,0.476
9714-EDSUC,0.476
9360-OMDZZ,0.476
4873-ILOLJ,0.476
8868-WOZGU,0.476
0221-WMXNQ,0.475
2831-EBWRN,0.475
3583-KRKMD,0.475
7993-PYKOF,0.475
8937-RDTHP,0.475
0491-KAPQG,0.475
1894-IGFSG,0.475
4343-EJVQB,0.475
3987-KQDDU,0.475
3393-FMZPV,0.475
8922-LIEGH,0.475
8739-WWKDU,0.474
8696-JKZNU,0.474
9355-NPPFS,0.474
8290-YWKHZ,0.474
6005-OBZPH,0.474
4822-YCXMX,0.474
6502-HCJTI,0.474
1771-OADNZ,0.474
3211-ILJTT,0.474
0310-MVLET,0.473
6458-CYIDZ,0.473
3748-FVMZZ,0.473
7586-ZATGZ,0.473
4919-IKATY,0.473
6212-ATMLK,0.473
5940-NFXKV,0.473
8456-QDAVC,0.473
5226-NOZFC,0.473
4009-ALQFH,0.472
8757-TFHHJ,0.472
5453-AXEPF,0.472
0623-GDISB,0.472
5439-WIKXB,0.472
1730-ZMAME,0.472
1304-BCCFO,0.472
8990-ZXLSU,0.472
9912-GVSEQ,0.472
5609-CEBID,0.472
9600-NAXZN,0.471
8785-CJSHH,0.471
9992-RRAMN,0.471
9801-GDWGV,0.471
4289-DTDKW,0.471
8168-UQWWF,0.471
1723-HKXJQ,0.471
5692-ICXLW,0.471
0322-YINQP,0.471
6595-YGXIT,0.471
6900-PXRMS,0.47
2371-JQHZZ,0.47
6352-TWCAU,0.47
9903-LYSAB,0.47
1766-GKNMI,0.47
9191-MYQKX,0.47
1597-FZREH,0.47
6048-QBXKL,0.47
0524-IAVZO,0.47
6311-UEUME,0.47
9305-CDSKC,0.47
4484-GLZOU,0.469
8610-WFCJF,0.469
7207-RMRDB,0.469
6017-PPLPX,0.469
6876-ADESB,0.469
3384-CTMSF,0.469
4062-HBMOS,0.469
1469-LBJQJ,0.469
7752-XUSCI,0.469
1343-EHPYB,0.469
7233-DRTRF,0.469
5364-XYIRR,0.469
9851-QXEEQ,0.469
3668-QPYBK,0.469
0596-BQCEQ,0.469
0337-CNPZE,0.469
6377-WHAOX,0.469
5649-RXQTV,0.469
8938-UMKPI,0.469
5502-RLUYV,0.469
4183-MYFRB,0.468
3050-GBUSH,0.468
0928-JMXNP,0.468
0947-MUGVO,0.468
6851-WEFYX,0.468
6817-WTYHE,0.468
2856-NNASM,0.468
5899-OUVKV,0.467
5130-IEKQT,0.467
8012-SOUDQ,0.467
9415-DPEWS,0.467
5044-LRQAQ,0.467
7603-USHJS,0.467
6583-QGCSI,0.467
3951-NJCVI,0.467
7240-FQLHE,0.466
8714-EUHJO,0.466
5117-IFGPS,0.466
4465-VDKIQ,0.466
0899-LIIBW,0.466
5216-WASFJ,0.466
8063-GBATB,0.466
9606-PBKBQ,0.466
0650-BWOZN,0.466
6961-VCPMC,0.466
4998-IKFSE,0.466
0975-VOOVL,0.466
5857-TYBCJ,0.465
3858-VOBET,0.465
6267-DCFFZ,0.465
3427-GGZZI,0.465
0256-LTHVJ,0.465
4989-LIXVT,0.465
4558-FANTW,0.464
4201-JMNGR,0.464
5600-KTXFM,0.464
0654-HMSHN,0.464
9692-TUSXH,0.464
9108-EJFJP,0.464
9518-XXBXE,0.464
7703-ZEKEF,0.463
5995-SNNEW,0.463
7460-ITWWP,0.463
0365-GXEZS,0.463
1794-HBQTJ,0.463
0407-BDJKB,0.463
6987-XQSJT,0.463
8708-XPXHZ,0.463
4840-ORQXB,0.463
8167-GJLRN,0.462
0362-ZBZWJ,0.462
3744-ZRRDZ,0.462
2070-XYMFH,0.462
3550-SAHFP,0.462
3223-WZWJM,0.462
9053-EJUNL,0.462
5889-JTMUL,0.462
3196-NVXLZ,0.462
3956-MGXOG,0.462
2362-IBOOY,0.462
4523-WXCEF,0.461
5630-IXDXV,0.461
6988-CJEYV,0.461
2523-EWWZL,0.461
1589-AGTLK,0.461
9367-WXLCH,0.461
8621-MNIHH,0.461
2208-UGTGR,0.461
6298-QDFNH,0.461
3374-LXDEV,0.461
4860-IJUDE,0.461
0411-EZJZE,0.46
8878-HMWBV,0.46
2082-OJVTK,0.46
3640-PHQXK,0.46
5153-RTHKF,0.46
6393-WRYZE,0.46
2359-KMGLI,0.46
4971-PUYQO,0.46
0129-KPTWJ,0.46
0265-EDXBD,0.46
2037-SGXHH,0.46
2685-SREOM,0.46
0674-DGMAQ,0.46
1902-XBTFB,0.46
5519-YLDGW,0.459
2637-FKFSY,0.459
8063-RJYNF,0.459
1989-PRJHP,0.459
7410-OIEDU,0.459
5233-AOZUF,0.459
8695-ARGXZ,0.459
5222-IMUKT,0.458
5669-SRAIP,0.458
7278-CKDNC,0.458
5108-ADXWO,0.458
1891-FZYSA,0.458
3932-CMDTD,0.458
3352-ALMCK,0.458
8565-CLBZW,0.458
3874-EQOEP,0.457
4550-VBOFE,0.457
9279-CJEOJ,0.457
0114-PEGZZ,0.457
2080-CAZNM,0.457
5482-VXSXJ,0.457
9564-KCLHR,0.457
5914-DVBWJ,0.457
6729-GDNGC,0.457
9943-VSZUV,0.456
0374-AACSZ,0.456
6304-IJFSQ,0.456
3536-IQCTX,0.456
2657-ALMWY,0.456
5419-JKZNQ,0.456
9961-JBNMK,0.456
4690-PKDQG,0.456
8058-DMYRU,0.456
1769-GRUIK,0.456
9584-EXCDZ,0.456
5609-IMCGG,0.455
7126-RBHSD,0.455
0886-QGENL,0.455
5022-KVDQT,0.455
0576-WNXXC,0.455
6103-BOCOU,0.455
8286-AFUYI,0.455
1728-CXQBE,0.454
8182-BJDSI,0.454
7675-OZCZG,0.454
0374-IOEGQ,0.454
7852-LECYP,0.453
8993-IZEUX,0.453
8981-FJGLA,0.453
0541-FITGH,0.453
3588-WSTTJ,0.453
5922-ABDVO,0.453
2195-ZRVAX,0.453
0921-OHLVP,0.453
0818-OCPZO,0.452
5698-BQJOH,0.452
0637-UBJRP,0.452
5712-AHQNN,0.452
0094-OIFMO,0.452
6646-JPPHA,0.452
7422-WNBTY,0.452
1307-ATKGB,0.452
9821-POOTN,0.451
2665-NPTGL,0.451
9050-QLROH,0.451
3853-LYGAM,0.451
6693-FRIRW,0.45
5916-QEWPT,0.45
8486-AYEQH,0.45
9732-EQMWY,0.45
8782-LKFPK,0.45
8640-SDGKB,0.45
8849-AYPTR,0.45
6413-XKKPU,0.45
2003-CKLOR,0.45
2860-RANUS,0.449
9492-TOKRI,0.449
0533-BNWKF,0.449
7529-ZDFXI,0.449
3565-UNOCC,0.449
3714-NTNFO,0.449
5896-NPFWW,0.449
0585-EGDDA,0.449
5650-YLIBA,0.448
6416-YJTTB,0.448
0475-RIJEP,0.448
4248-HCETZ,0.448
5536-SLHPM,0.448
2249-YPRNG,0.448
5999-LCXAO,0.448
9465-RWMXL,0.448
3481-JHUZH,0.448
9526-BIHHD,0.448
8988-ECPJR,0.447
9281-OFDMF,0.447
3312-UUMZW,0.447
1910-FMXJM,0.447
6908-VVYHM,0.447
1636-NTNCO,0.447
2108-XWMPY,0.447
2378-VTKDH,0.447
0447-RXSGD,0.447
9133-AYJZG,0.447
6172-FECYY,0.447
9029-FEGVJ,0.446
9793-WECQC,0.446
6656-JWRQX,0.446
7072-MBHEV,0.446
5175-AOBHI,0.446
9866-QEVEE,0.446
3208-YPIOE,0.446
8229-TNIQA,0.446
9529-OFXHY,0.446
7495-OOKFY,0.445
6986-IJDHX,0.445
1754-GKYPY,0.445
1932-UEDCX,0.445
5959-BELXA,0.445
5208-HFSBT,0.445
1309-BXVOQ,0.445
4238-HFHSN,0.445
2692-BUCFV,0.444
2203-GHNWN,0.444
2719-BDAQO,0.444
2034-CGRHZ,0.444
8734-DKSTZ,0.444
6242-MBHPK,0.444
7718-RXDGG,0.444
1689-MRZQR,0.444
6645-MXQJT,0.444
0578-SKVMF,0.443
0682-USIXD,0.443
5572-ZDXHY,0.443
3312-ZWLGF,0.443
8364-TRMMK,0.443
9190-MFJLN,0.443
2636-OHFMN,0.442
3791-LGQCY,0.442
1587-FKLZB,0.442
3211-AAPKX,0.442
0376-YMCJC,0.442
4816-LXZYW,0.442
2452-KDRRH,0.442
8819-IMISP,0.442
9824-BEMCV,0.442
3269-ATYWD,0.441
3415-TAILE,0.441
9526-JAWYF,0.441
8623-TMRBY,0.441
8914-RBTSB,0.441
1689-YQBYY,0.441
2640-PMGFL,0.441
4553-DVPZG,0.441
4143-HHPMK,0.441
4248-QPAVC,0.441
9885-AIBVB,0.44
2656-FMOKZ,0.44
4430-UZIPO,0.44
0988-JRWWP,0.44
8120-JDCAM,0.44
0924-BJCRC,0.44
9450-TRJUU,0.439
7714-YXSMB,0.439
6968-GMKPR,0.439
4124-MMETB,0.439
8490-BXHEO,0.439
7881-INRLC,0.439
6331-LWDTQ,0.439
7346-MEDWM,0.439
5536-RTPWK,0.439
4686-UXDML,0.439
8949-JTMAY,0.439
6022-UGGSO,0.439
5168-MSWXT,0.438
9058-MJLZC,0.438
0916-QOFDP,0.438
9169-BSVIN,0.438
7579-OOPEC,0.438
9940-HPQPG,0.438
7853-OETYL,0.438
1928-BXYIV,0.437
6862-CQUMB,0.437
3082-VQXNH,0.437
7658-UYUQS,0.437
0895-DQHEW,0.437
3761-FLYZI,0.437
9979-RGMZT,0.437
9365-SRSZE,0.437
2049-BAFNW,0.437
4446-BZKHU,0.437
3771-PZOBW,0.437
2657-VPXTA,0.436
2674-MLXMN,0.436
3577-AMVUX,0.436
0320-JDNQG,0.436
9167-APMXZ,0.436
9732-KPKBW,0.436
7963-GQRMY,0.436
1816-FLZDK,0.436
7978-DKUQH,0.436
9003-CPATH,0.436
3757-NJYBX,0.436
5331-RGMTT,0.435
1608-GMEWB,0.435
7270-BDIOA,0.435
3018-TFTSU,0.435
5480-TBGPH,0.435
5498-TXHLF,0.434
5207-PLSTK,0.434
8496-EJAUI,0.434
8429-XIBUM,0.434
0397-GZBBC,0.434
1396-QWFBJ,0.434
3452-ABWRL,0.434
5156-UMKOW,0.433
4636-JGAAI,0.433
9898-KZQDZ,0.433
0311-UNPFF,0.433
4423-YLHDV,0.433
0428-IKYCP,0.433
9921-QFQUL,0.432
6591-QGOYB,0.432
7780-OTDSO,0.432
0963-ZBDRN,0.432
7928-VJYAB,0.432
0979-PHULV,0.432
5449-FIBXJ,0.432
4013-UBXWQ,0.432
1935-IMVBB,0.432
7145-FEJWU,0.432
2519-FAKOD,0.432
7312-XSBAT,0.432
5175-WLYXL,0.431
7734-DBOAI,0.431
5119-KEPFY,0.431
0148-DCDOS,0.431
9600-UDOPK,0.431
1450-SKCVI,0.431
8065-BVEPF,0.431
2974-GGUXS,0.431
1077-HUUJM,0.431
3806-DXQOM,0.431
3923-CSIHK,0.431
2091-RFFBA,0.431
8885-QSQBX,0.43
0531-ZZJWQ,0.43
5493-SDRDQ,0.43
8676-OOQEJ,0.43
1582-RAFML,0.43
9269-CQOOL,0.429
4797-AXPXK,0.429
5981-ITEMU,0.429
1323-OOEPC,0.429
3838-OZURD,0.428
9722-UJOJR,0.428
7181-OQCUT,0.428
1833-TCXKK,0.428
1541-ETJZO,0.428
5016-IBERQ,0.428
7693-LCKZL,0.428
5590-BYNII,0.428
5673-TIYIB,0.428
5998-VVEJY,0.427
9048-JVYVF,0.427
5373-SFODM,0.427
7077-XJMET,0.427
3842-QTGDL,0.427
5307-DZCVC,0.427
5666-CYCYZ,0.427
3003-CMDUU,0.427
5485-WUYWF,0.427
8695-WDYEA,0.427
9314-IJWSQ,0.427
7982-VCELR,0.427
7279-BUYWN,0.427
8387-MOJJT,0.426
4911-BANWH,0.426
4803-AXVYP,0.426
3597-MVHJT,0.426
3419-SNJJD,0.426
6227-HWPWX,0.425
2474-BRUCM,0.425
6927-WTFIV,0.425
6394-MFYNG,0.425
6402-ZFPPI,0.425
3005-TYFRD,0.425
4902-OHLSK,0.425
4829-AUOAX,0.425
0581-MDMPW,0.424
3620-MWJNE,0.424
2273-QCKXA,0.424
2697-NQBPF,0.424
6235-VDHOM,0.424
8630-FJLIB,0.423
6551-GNYDG,0.423
4704-ERYFC,0.423
7470-MCQTK,0.423
8212-CRQXP,0.423
1319-YLZJG,0.423
4077-CROMM,0.423
3943-KDREE,0.423
8155-IBNHG,0.423
0666-UXTJO,0.422
9286-DOJGF,0.422
4716-HHKQH,0.422
3503-TYDAY,0.422
0439-IFYUN,0.422
2043-WVTQJ,0.421
1104-TNLZA,0.421
0082-OQIQY,0.421
3002-WQZWT,0.421
4391-RESHN,0.421
2884-GBPFB,0.421
7979-CORPM,0.421
1335-NTIUC,0.421
9112-WSNPU,0.421
6559-PDZLR,0.42
0115-TFERT,0.42
5233-GEEAX,0.42
5389-FFVKB,0.42
3647-GMGDH,0.42
1047-NNCBF,0.42
7251-XFOIL,0.419
7623-TRNQN,0.419
9261-WDCAF,0.419
6771-XWBDM,0.419
4918-QLLIW,0.419
7929-DMBCV,0.419
6637-KYRCV,0.419
5018-GWURO,0.419
3644-QXEHN,0.419
2823-LKABH,0.419
2357-COQEK,0.418
1597-LHYNC,0.418
9944-AEXBM,0.418
7147-AYBAA,0.418
4948-WBBKL,0.418
2607-FBDFF,0.418
3001-CBHLQ,0.418
9445-SZLCH,0.418
5569-OUICF,0.418
7404-JLKQG,0.418
4238-JSSWH,0.418
6896-SRVYQ,0.418
8272-ONJLV,0.417
6481-ESCNL,0.417
6365-MTGZX,0.417
8685-WHQPW,0.417
9369-XFEHK,0.417
7268-IGMFD,0.417
7580-UGXNC,0.417
5122-CYFXA,0.417
1307-TVUFB,0.417
3005-NFMTA,0.417
3096-JRDSO,0.416
5515-AKOAJ,0.416
2800-QQUSO,0.416
2277-DJJDL,0.416
7481-ATQQS,0.416
6818-WOBHJ,0.416
4554-YGZIH,0.416
6173-GOLSU,0.416
5312-UXESG,0.416
4462-CYWMH,0.416
0869-PAPRP,0.415
2101-RANCD,0.415
1818-ESQMW,0.415
8806-EAGWC,0.414
7927-AUXBZ,0.414
9667-TKTVZ,0.414
0419-YAAPX,0.414
2869-ADAWR,0.414
2122-YWVYA,0.414
6522-YRBXD,0.414
1215-FIGMP,0.414
3398-ZOUAA,0.414
3317-HRTNN,0.414
1453-RZFON,0.413
1482-OXZSY,0.413
5356-CSVSQ,0.413
9537-VHDTA,0.413
2178-PMGCJ,0.413
0410-IPFTY,0.413
5243-SAOTC,0.413
3055-MJDSB,0.413
5385-SUIRI,0.413
2235-DWLJU,0.413
6661-HBGWL,0.412
9626-WEQRM,0.412
9614-RMGHA,0.412
7567-ECMCM,0.412
3194-ORPIK,0.412
9776-OJUZI,0.412
6180-YBIQI,0.412
9631-XEYKE,0.411
2391-SOORI,0.411
8660-BUETV,0.411
1142-WACZW,0.411
3859-CVCET,0.411
1763-WQFUK,0.411
1028-FFNJK,0.411
0147-ESWWR,0.411
6629-LADHQ,0.411
6825-UYPFK,0.41
1399-UBQIU,0.41
3814-MLAXC,0.41
6917-IAYHD,0.41
6844-DZKRF,0.41
6259-WJQLC,0.41
0402-CQAJN,0.409
1685-BQULA,0.409
1194-HVAIF,0.409
1918-ZBFQJ,0.409
9462-MJUAW,0.409
5419-KLXBN,0.409
6284-AHOOQ,0.409
0577-WHMEV,0.408
4061-UKJWL,0.408
5301-GAUUY,0.408
9505-SQFSW,0.408
6047-YHPVI,0.408
2573-GYRUU,0.408
0843-WTBXE,0.408
2309-OSFEU,0.408
2874-YXVVA,0.407
5055-MGMGF,0.407
2947-DOMLJ,0.407
9661-ACXBS,0.407
4718-DHSMV,0.407
5813-UECBU,0.407
2476-YGEFM,0.407
5649-VUKMC,0.407
8800-JOOCF,0.407
0504-HHAPI,0.407
3336-JORSO,0.407
9469-WEJBT,0.407
6030-REHUX,0.407
6711-VTNRE,0.406
7739-LAXOG,0.406
9500-LTVBP,0.406
2873-ZLIWT,0.406
6233-HXJMX,0.406
4398-HSCJH,0.406
9348-YVOMK,0.406
5628-RKIFK,0.405
4471-KXAUH,0.405
2842-BCQGE,0.405
0929-HYQEW,0.405
0141-YEAYS,0.405
9661-MHUMO,0.405
7018-WBJNK,0.404
0599-XNYDO,0.404
3797-FKOGQ,0.404
0032-PGELS,0.404
3669-LVWZB,0.404
3207-OYBWH,0.404
6257-RJOHI,0.404
3587-PMCOY,0.404
2386-OWURY,0.403
8543-MSDMF,0.403
5028-HTLJB,0.403
4526-ZJJTM,0.403
9129-UXERG,0.403
0093-XWZFY,0.402
4325-NFSKC,0.402
2832-KJCRD,0.402
4993-JCRGJ,0.402
0617-FHSGK,0.402
4658-HCOHW,0.402
6635-CPNUN,0.402
9812-GHVRI,0.402
9601-BRXPO,0.402
1791-PQHBB,0.402
1550-EENBN,0.402
6518-LGAOV,0.402
1596-BBVTG,0.402
9688-YGXVR,0.402
0354-WYROK,0.401
2853-CWQFQ,0.401
3014-WJKSM,0.401
8705-DWKTI,0.401
7401-RUBNK,0.401
3804-RVTGV,0.401
4026-SKKHW,0.401
6075-SLNIL,0.401
1518-VOWAV,0.401
0929-PECLO,0.401
3537-HPKQT,0.401
2115-BFTIW,0.401
2675-OTVVJ,0.401
5213-TWWJU,0.4
7339-POGZN,0.4
5302-BDJNT,0.4
9508-ILZDG,0.4
2207-QPJED,0.4
7547-EKNFS,0.4
3023-GFLBR,0.4
8008-HAWED,0.4
8824-RWFXJ,0.399
3594-KADLU,0.399
2139-FQHLM,0.399
8444-WRIDW,0.399
6464-KEXXH,0.399
6952-OMNWB,0.398
5886-VLQVU,0.398
2786-GCDPI,0.398
4811-JBUVU,0.398
9574-RKJIF,0.398
4183-WCSEP,0.398
1635-FJFCC,0.397
2632-UCGVD,0.397
7246-ZGQDF,0.397
3055-OYMSE,0.397
1113-IUJYX,0.397
2360-RDGRO,0.397
0643-OKLRP,0.397
4818-DRBQT,0.397
7011-CVEUC,0.396
2408-WITXK,0.396
1379-FRVEB,0.396
3237-AJGEH,0.396
0130-SXOUN,0.396
7248-VZQLC,0.396
3737-XBQDD,0.396
2267-WTPYD,0.396
2960-NKRSO,0.396
5543-QDCRY,0.395
4220-TINQT,0.395
1101-SSWAG,0.395
5816-QVHRX,0.395
1427-VERSM,0.395
5394-SVGJV,0.395
6599-CEBNN,0.395
0778-NELLA,0.395
7627-JKIAZ,0.394
3815-SLMEF,0.394
8601-QACRS,0.394
1329-VHWNP,0.394
9239-ZBZZV,0.394
5299-RULOA,0.394
6538-POCHL,0.394
7504-UWHNB,0.393
6745-JEFZB,0.393
3934-HXCFZ,0.393
5076-YVXCM,0.393
5281-BUZGT,0.393
1456-TWCGB,0.393
1732-VHUBQ,0.392
8910-LEDAG,0.392
2038-LLMLM,0.392
1996-DBMUS,0.392
4818-QIUFN,0.392
9710-ZUSHQ,0.392
1550-LOAHA,0.392
6402-EJMWF,0.392
0867-LDTTC,0.391
7924-GJZFI,0.391
6786-OBWQR,0.391
0807-ZABDG,0.391
6137-NICCO,0.391
0621-HJWXJ,0.39
6288-LBEAR,0.39
2190-BCXEC,0.39
2826-UWHIS,0.39
8313-KTIHG,0.39
2181-UAESM,0.39
9278-VZKCD,0.39
5404-GGUKR,0.39
0224-HJAPT,0.389
4659-NZRUF,0.389
6994-KERXL,0.389
6173-ITPWD,0.389
4191-XOVOM,0.389
9777-WJJPR,0.389
4720-VSTSI,0.389
8149-AIQCG,0.389
5173-WXOQV,0.388
1173-NOEYG,0.388
6985-HAYWX,0.388
3144-KMTWZ,0.388
6847-KJLTS,0.388
6572-ADKRS,0.388
6834-NXDCA,0.388
6897-UUBNU,0.387
2615-YVMYX,0.387
8637-XJIVR,0.387
